9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.074616546375867188e+02, 8.107666376360441518e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.080906761983174533e+02, 8.096743456663006100e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.087211763537583238e+02, 8.085854197250262132e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.093531482717581298e+02, 8.074998521071069035e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.099865851463923150e+02, 8.064176350584369857e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.106214801980042353e+02, 8.053387607770719114e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.112578266732439829e+02, 8.042632214143719693e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.118956178451040273e+02, 8.031910090761306265e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.125348470129523548e+02, 8.021221158236960491e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.131755075025624251e+02, 8.010565336750750021e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.138175926661407402e+02, 7.999942546060276527e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.144610958823517990e+02, 7.989352705511532804e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.151060105563396974e+02, 7.978795734049560906e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
9.920000000000000000e+02, 5.440000000000000000e+02, 1.600000000000000000e+02, 7.360000000000000000e+02, 4.157523301197480805e+02, 7.968271550229076183e+01, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
