3.375000000000000000e+00, 4.639999866485595703e+00, 3.359999895095825195e+00, 3.575000047683715820e+00, 1.065105676651000977e+00, 9.977584838867187500e+00, 3.000000000000000000e+00, -1.000000000000000000e+00
3.390000104904174805e+00, 4.639999866485595703e+00, 3.359999895095825195e+00, 3.569999933242797852e+00, 1.070420503616333008e+00, 9.955389022827148438e+00, 3.000000000000000000e+00, -1.000000000000000000e+00
3.404999971389770508e+00, 4.639999866485595703e+00, 3.359999895095825195e+00, 3.565000057220458984e+00, 1.075941443443298340e+00, 9.933415412902832031e+00, 3.000000000000000000e+00, -1.000000000000000000e+00
3.420000076293945312e+00, 4.639999866485595703e+00, 3.359999895095825195e+00, 3.559999942779541016e+00, 1.081665396690368652e+00, 9.911671638488769531e+00, 3.000000000000000000e+00, -1.000000000000000000e+00
3.434999942779541016e+00, 4.639999866485595703e+00, 3.359999895095825195e+00, 3.555000066757202148e+00, 1.087589025497436523e+00, 9.890159606933593750e+00, 3.000000000000000000e+00, -1.000000000000000000e+00
3.450000047683715820e+00, 4.639999866485595703e+00, 3.359999895095825195e+00, 3.549999952316284180e+00, 1.093709230422973633e+00, 9.868885040283203125e+00, 3.000000000000000000e+00, -1.000000000000000000e+00
3.464999914169311523e+00, 4.639999866485595703e+00, 3.359999895095825195e+00, 3.545000076293945312e+00, 1.100022673606872559e+00, 9.847850799560546875e+00, 3.000000000000000000e+00, -1.000000000000000000e+00
3.479990959167480469e+00, 4.639476299285888672e+00, 3.359999895095825195e+00, 3.539999961853027344e+00, 1.101022243499755859e+00, 9.889017105102539062e+00, 5.000000000000000000e+00, -1.000000000000000000e+00
3.494954347610473633e+00, 4.638430118560791016e+00, 3.359999895095825195e+00, 3.535000085830688477e+00, 1.107655167579650879e+00, 9.923887252807617188e+00, 5.000000000000000000e+00, -1.000000000000000000e+00
3.509872198104858398e+00, 4.636862277984619141e+00, 3.359999895095825195e+00, 3.529999971389770508e+00, 1.114472985267639160e+00, 9.959007263183593750e+00, 5.000000000000000000e+00, -1.000000000000000000e+00
3.524726152420043945e+00, 4.634774684906005859e+00, 3.359999895095825195e+00, 3.525000095367431641e+00, 1.116523623466491699e+00, 9.993362426757812500e+00, 5.000000000000000000e+00, -1.000000000000000000e+00
3.539498329162597656e+00, 4.632169723510742188e+00, 3.359999895095825195e+00, 3.519999980926513672e+00, 1.123710393905639648e+00, 2.890630811452865601e-02, 5.000000000000000000e+00, -1.000000000000000000e+00
3.554170608520507812e+00, 4.629051208496093750e+00, 3.359999895095825195e+00, 3.515000104904174805e+00, 1.126143813133239746e+00, 6.352080404758453369e-02, 5.000000000000000000e+00, -1.000000000000000000e+00
3.568724870681762695e+00, 4.625422477722167969e+00, 3.359999895095825195e+00, 3.509999990463256836e+00, 1.133688688278198242e+00, 9.950400888919830322e-02, 5.000000000000000000e+00, -1.000000000000000000e+00
3.583143949508666992e+00, 4.621287822723388672e+00, 3.359999895095825195e+00, 3.505000114440917969e+00, 1.136496782302856445e+00, 1.343992650508880615e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.597409725189208984e+00, 4.616652488708496094e+00, 3.359999895095825195e+00, 3.500000000000000000e+00, 1.139495491981506348e+00, 1.693998277187347412e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.611505031585693359e+00, 4.611522197723388672e+00, 3.359999895095825195e+00, 3.494999885559082031e+00, 1.142683267593383789e+00, 2.045116722583770752e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.625412940979003906e+00, 4.605903148651123047e+00, 3.359999895095825195e+00, 3.490000009536743164e+00, 1.146058440208435059e+00, 2.397405952215194702e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.639116048812866211e+00, 4.599802017211914062e+00, 3.359999895095825195e+00, 3.484999895095825195e+00, 1.143558025360107422e+00, 2.801465094089508057e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.652597904205322266e+00, 4.593226432800292969e+00, 3.359999895095825195e+00, 3.480000019073486328e+00, 1.147257566452026367e+00, 3.155032098293304443e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.665842056274414062e+00, 4.586184501647949219e+00, 3.359999895095825195e+00, 3.474999904632568359e+00, 1.151140689849853516e+00, 3.509929478168487549e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.678832530975341797e+00, 4.578684329986572266e+00, 3.359999895095825195e+00, 3.470000028610229492e+00, 1.149021267890930176e+00, 3.913569748401641846e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.691553354263305664e+00, 4.570735931396484375e+00, 3.359999895095825195e+00, 3.464999914169311523e+00, 1.153223752975463867e+00, 4.270038306713104248e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.703988790512084961e+00, 4.562347888946533203e+00, 3.359999895095825195e+00, 3.460000038146972656e+00, 1.151347041130065918e+00, 4.673359990119934082e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.716124057769775391e+00, 4.553531169891357422e+00, 3.359999895095825195e+00, 3.454999923706054688e+00, 1.151108145713806152e+00, 5.010349750518798828e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.727944135665893555e+00, 4.544296264648437500e+00, 3.359999895095825195e+00, 3.450000047683715820e+00, 1.149489045143127441e+00, 5.412844419479370117e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.739434957504272461e+00, 4.534654140472412109e+00, 3.359999895095825195e+00, 3.444999933242797852e+00, 1.147976517677307129e+00, 5.814921855926513672e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.750581979751586914e+00, 4.524617195129394531e+00, 3.359999895095825195e+00, 3.440000057220458984e+00, 1.148259520530700684e+00, 6.151329278945922852e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.761372089385986328e+00, 4.514197349548339844e+00, 3.359999895095825195e+00, 3.434999942779541016e+00, 1.147006988525390625e+00, 6.552810072898864746e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.771792173385620117e+00, 4.503407478332519531e+00, 3.359999895095825195e+00, 3.430000066757202148e+00, 1.145862102508544922e+00, 6.953969001770019531e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.781829118728637695e+00, 4.492259979248046875e+00, 3.359999895095825195e+00, 3.424999952316284180e+00, 1.144825339317321777e+00, 7.354833483695983887e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.791470766067504883e+00, 4.480769634246826172e+00, 3.359999895095825195e+00, 3.420000076293945312e+00, 1.143896818161010742e+00, 7.755432128906250000e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.800705671310424805e+00, 4.468949317932128906e+00, 3.359999895095825195e+00, 3.414999961853027344e+00, 1.138463854789733887e+00, 8.128887414932250977e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
3.809522628784179688e+00, 4.456814289093017578e+00, 3.359999895095825195e+00, 3.410000085830688477e+00, 1.135803699493408203e+00, 8.592745661735534668e-01, 5.000000000000000000e+00, -1.000000000000000000e+00
