1.985790133476257324e+00, 3.735419988632202148e+00, 1.975000023841857910e+00, 3.079999923706054688e+00, 6.550763249397277832e-01, 3.481200896203517914e-03, 2.600000000000000000e+01, 1.000000000000000000e+00
1.996760368347167969e+00, 3.745649814605712891e+00, 1.975000023841857910e+00, 3.075000047683715820e+00, 6.702984571456909180e-01, 8.060720749199390411e-03, 2.600000000000000000e+01, 1.000000000000000000e+00
2.007907629013061523e+00, 3.755686759948730469e+00, 1.975000023841857910e+00, 3.069999933242797852e+00, 6.856566071510314941e-01, 1.367495208978652954e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.019228219985961914e+00, 3.765527725219726562e+00, 1.975000023841857910e+00, 3.065000057220458984e+00, 7.011419534683227539e-01, 2.026422508060932159e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.030718803405761719e+00, 3.775169610977172852e+00, 1.975000023841857910e+00, 3.059999942779541016e+00, 7.171122431755065918e-01, 1.670262962579727173e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.042376041412353516e+00, 3.784609317779541016e+00, 1.975000023841857910e+00, 3.055000066757202148e+00, 7.279079556465148926e-01, 2.435651235282421112e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.054196119308471680e+00, 3.793844223022460938e+00, 1.975000023841857910e+00, 3.049999952316284180e+00, 7.437909841537475586e-01, 3.368769586086273193e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.066175699234008789e+00, 3.802871465682983398e+00, 1.975000023841857910e+00, 3.045000076293945312e+00, 7.603453397750854492e-01, 3.339215368032455444e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.078310966491699219e+00, 3.811688184738159180e+00, 1.975000023841857910e+00, 3.039999961853027344e+00, 7.764663696289062500e-01, 4.445570334792137146e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.090598344802856445e+00, 3.820291996002197266e+00, 1.975000023841857910e+00, 3.035000085830688477e+00, 7.933788299560546875e-01, 4.626765102148056030e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.103033781051635742e+00, 3.828679800033569336e+00, 1.975000023841857910e+00, 3.029999971389770508e+00, 8.047670722007751465e-01, 5.734406039118766785e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.115613937377929688e+00, 3.836849451065063477e+00, 1.975000023841857910e+00, 3.025000095367431641e+00, 8.220097422599792480e-01, 6.094186753034591675e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.128334760665893555e+00, 3.844798088073730469e+00, 1.975000023841857910e+00, 3.019999980926513672e+00, 8.336066007614135742e-01, 7.315770536661148071e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.141192197799682617e+00, 3.852523803710937500e+00, 1.975000023841857910e+00, 3.015000104904174805e+00, 8.511462807655334473e-01, 7.839125394821166992e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.154182434082031250e+00, 3.860023736953735352e+00, 1.975000023841857910e+00, 3.009999990463256836e+00, 8.678277730941772461e-01, 9.351016581058502197e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.167301893234252930e+00, 3.867295980453491211e+00, 1.975000023841857910e+00, 3.005000114440917969e+00, 8.807383179664611816e-01, 9.838204085826873779e-02, 2.600000000000000000e+01, 1.000000000000000000e+00
2.180546045303344727e+00, 3.874337911605834961e+00, 1.975000023841857910e+00, 3.000000000000000000e+00, 8.938260674476623535e-01, 1.039202138781547546e-01, 2.600000000000000000e+01, 1.000000000000000000e+00
2.193911075592041016e+00, 3.881147861480712891e+00, 1.975000023841857910e+00, 2.994999885559082031e+00, 9.107414484024047852e-01, 1.207003891468048096e-01, 2.600000000000000000e+01, 1.000000000000000000e+00
2.207393169403076172e+00, 3.887723445892333984e+00, 1.975000023841857910e+00, 2.990000009536743164e+00, 9.240806102752685547e-01, 1.274390369653701782e-01, 2.600000000000000000e+01, 1.000000000000000000e+00
2.220987558364868164e+00, 3.894062757492065430e+00, 1.975000023841857910e+00, 2.984999895095825195e+00, 9.375766515731811523e-01, 1.347799003124237061e-01, 2.600000000000000000e+01, 1.000000000000000000e+00
2.234690904617309570e+00, 3.900163650512695312e+00, 1.975000023841857910e+00, 2.980000019073486328e+00, 9.546858072280883789e-01, 1.530003994703292847e-01, 2.600000000000000000e+01, 1.000000000000000000e+00
2.248598575592041016e+00, 3.894544601440429688e+00, 1.975000023841857910e+00, 2.974999904632568359e+00, 9.540047049522399902e-01, 1.544339060783386230e-01, 8.000000000000000000e+00, 1.000000000000000000e+00
2.262406110763549805e+00, 3.888683557510375977e+00, 1.975000023841857910e+00, 2.970000028610229492e+00, 9.583579897880554199e-01, 1.583186835050582886e-01, 8.000000000000000000e+00, 1.000000000000000000e+00
2.267781734466552734e+00, 3.874679803848266602e+00, 1.975000023841857910e+00, 2.964999914169311523e+00, 9.503288865089416504e-01, 1.731210947036743164e-01, 1.700000000000000000e+01, 1.000000000000000000e+00
2.281376361846923828e+00, 3.868340730667114258e+00, 1.975000023841857910e+00, 2.960000038146972656e+00, 9.550130963325500488e-01, 1.770925223827362061e-01, 8.000000000000000000e+00, 1.000000000000000000e+00
2.294858217239379883e+00, 3.861765146255493164e+00, 1.975000023841857910e+00, 2.954999923706054688e+00, 9.582536220550537109e-01, 1.891309767961502075e-01, 8.000000000000000000e+00, 1.000000000000000000e+00
2.308223247528076172e+00, 3.854955196380615234e+00, 1.975000023841857910e+00, 2.950000047683715820e+00, 9.585927128791809082e-01, 1.906582415103912354e-01, 8.000000000000000000e+00, 1.000000000000000000e+00
2.312608957290649414e+00, 3.840610742568969727e+00, 1.975000023841857910e+00, 2.944999933242797852e+00, 9.556411504745483398e-01, 2.077511399984359741e-01, 1.700000000000000000e+01, 1.000000000000000000e+00
2.325728178024291992e+00, 3.833338499069213867e+00, 1.975000023841857910e+00, 2.940000057220458984e+00, 9.563472270965576172e-01, 2.092318981885910034e-01, 8.000000000000000000e+00, 1.000000000000000000e+00
